x1,y1,x2,y2
229,206,351,305
242,207,364,306
257,211,379,310
261,221,383,320
261,230,383,329
258,238,380,337
249,246,371,345
244,250,366,349
252,253,374,352
265,261,387,360
261,270,383,369
253,269,375,368
254,269,376,368
263,277,385,376
269,291,391,390
277,303,399,402
283,309,405,408
267,309,389,408
247,297,369,396
245,281,367,380
251,267,373,366
269,257,391,356
280,263,402,362
267,284,389,383
248,300,370,399
225,300,347,399
238,279,360,378
257,263,379,362
280,254,402,353
293,266,415,365
285,269,407,368
261,264,383,363
237,258,359,357
213,252,335,351
220,251,342,350
222,252,344,351
231,253,353,352
232,259,354,358
220,263,342,362
218,256,340,355
217,240,339,339
219,224,341,323
236,207,358,306
244,210,366,309
233,232,355,331
227,252,349,351
235,265,357,364
249,273,371,372
242,285,364,384
232,289,354,388
232,277,354,376
220,256,342,355
214,232,336,331
225,221,347,320
236,225,358,324
245,227,367,326
252,220,374,319
259,209,381,308
250,211,372,310
230,225,352,324
214,244,336,343
210,252,332,351
230,243,352,342
253,235,375,334
263,223,385,322
265,211,387,310
259,204,381,303
240,211,362,310
217,220,339,319
199,218,321,317
196,202,318,301
197,178,319,277
194,167,316,266
195,182,317,281
219,182,341,281
243,176,365,275
249,200,371,299
243,224,365,323
248,200,370,299
249,185,371,284
268,169,390,268
292,171,414,270
274,184,396,283
298,178,420,277
282,178,404,277
289,201,411,300
289,199,411,298
293,212,415,311
300,194,422,293
305,172,427,271
304,154,426,253
299,159,421,258
294,174,416,273
307,185,429,284
331,182,453,281
352,169,474,268
365,177,487,276
387,188,509,287
411,182,533,281
434,181,556,280
450,186,572,285
431,170,553,269
407,164,529,263
385,168,507,267
386,172,508,271
386,173,508,272
379,181,501,280
369,192,491,291
363,202,485,301
369,202,491,301
375,205,497,304
357,216,479,315
333,221,455,320
309,217,431,316
325,198,447,297
321,211,443,310
331,202,453,301
321,213,443,312
339,196,461,295
325,206,447,305
331,210,453,309
354,209,476,308
366,205,488,304
353,196,475,295
342,191,464,290
353,197,475,296
373,198,495,297
369,187,491,286
355,173,477,272
338,163,460,262
348,158,470,257
348,158,470,257
333,159,455,258
309,156,431,255
289,150,411,249
298,148,420,247
311,147,433,246
293,145,415,244
269,150,391,249
253,159,375,258
277,161,399,260
275,151,397,250
299,152,421,251
302,153,424,252
297,154,419,253
279,146,401,245
303,150,425,249
280,150,402,249
279,150,401,249
292,150,414,249
293,146,415,245
281,141,403,240
279,139,401,238
282,136,404,235
302,136,424,235
285,119,407,218
298,104,420,203
285,102,407,201
271,111,393,210
290,107,412,206
313,99,435,198
324,102,446,201
318,126,440,225
301,140,423,239
304,151,426,250
305,140,427,239
297,117,419,216
290,102,412,201
274,103,396,202
264,107,386,206
258,108,380,207
261,102,383,201
280,95,402,194
301,86,423,185
306,86,428,185
306,92,428,191
309,100,431,199
311,113,433,212
306,131,428,230
297,144,419,243
296,141,418,240
299,127,421,226
306,111,428,210
304,98,426,197
286,88,408,187
276,86,398,185
269,95,391,194
257,109,379,208
257,131,379,230
280,140,402,239
304,136,426,235
324,122,446,221
340,103,462,202
335,96,457,195
353,97,475,196
371,92,493,191
382,83,504,182
381,77,503,176
358,85,480,184
340,98,462,197
361,102,483,201
385,100,507,199
371,107,493,206
378,107,500,206
382,116,504,215
395,122,517,221
409,113,531,212
404,101,526,200
380,101,502,200
404,104,526,203
428,100,550,199
413,104,535,203
423,99,545,198
434,91,556,190
445,82,567,181
458,75,580,174
447,82,569,181
442,96,564,195
432,106,554,205
425,104,547,203
436,113,558,212
457,101,579,200
438,104,560,203
441,108,563,207
458,105,580,204
458,98,580,197
442,101,564,200
432,116,554,215
448,132,570,231
472,138,594,237
487,145,609,244
480,142,602,241
456,136,578,235
432,131,554,230
426,127,548,226
450,125,572,224
437,120,559,219
413,117,535,216
407,119,529,218
428,132,550,231
436,132,558,231
430,133,552,232
412,128,534,227
397,115,519,214
398,102,520,201
415,97,537,196
422,97,544,196
436,99,558,198
460,100,582,199
477,103,599,202
482,109,604,208
470,114,592,213
459,121,581,220
455,132,577,231
456,145,578,244
458,145,580,244
466,122,588,221
474,99,596,198
474,104,596,203
470,125,592,224
462,144,584,243
450,154,572,253
438,151,560,250
438,134,560,233
444,112,566,211
448,100,570,199
456,105,578,204
474,122,596,221
483,138,605,237
482,141,604,240
474,130,596,229
477,117,599,216
484,106,606,205
490,108,612,207
495,111,617,210
498,107,620,206
498,101,620,200
506,97,628,196
517,96,639,195
517,86,639,185
517,74,639,173
511,74,633,173
499,88,621,187
508,111,630,210
517,130,639,229
517,123,639,222
516,99,638,198
509,79,631,178
496,90,618,189
500,104,622,203
517,113,639,212
517,115,639,214
517,109,639,208
514,87,636,186
506,68,628,167
514,65,636,164
517,77,639,176
517,87,639,186
517,78,639,177
494,69,616,168
470,74,592,173
474,73,596,172
493,64,615,163
511,55,633,154
513,49,635,148
495,51,617,150
472,58,594,157
456,71,578,170
456,80,578,179
435,85,557,184
416,95,538,194
412,105,534,204
427,100,549,199
445,83,567,182
462,77,584,176
450,82,572,181
439,94,561,193
442,104,564,203
459,93,581,192
470,73,592,172
480,54,602,153
501,46,623,145
517,49,639,148
517,68,639,167
516,83,638,182
511,78,633,177
506,54,628,153
497,31,619,130
487,29,609,128
493,43,615,142
509,62,631,161
517,69,639,168
517,60,639,159
517,43,639,142
495,54,617,153
495,66,617,165
492,79,614,178
506,69,628,168
485,61,607,160
461,55,583,154
449,54,571,153
455,61,577,160
460,67,582,166
470,65,592,164
493,56,615,155
500,59,622,158
516,56,638,155
517,53,639,152
517,51,639,150
515,59,637,158
517,61,639,160
513,76,635,175
494,83,616,182
508,101,630,200
515,116,637,215
493,112,615,211
493,108,615,207
510,106,632,205
501,83,623,182
484,71,606,170
503,62,625,161
486,65,608,164
507,61,629,160
517,52,639,151
504,39,626,138
486,45,608,144
495,53,617,152
489,48,611,147
513,48,635,147
517,35,639,134
517,31,639,130
515,30,637,129
516,32,638,131
508,41,630,140
500,59,622,158
500,74,622,173
501,75,623,174
507,73,629,172
517,67,639,166
517,43,639,142
517,52,639,151
493,54,615,153
473,40,595,139
472,62,594,161
455,80,577,179
434,88,556,187
418,71,540,170
424,47,546,146
421,29,543,128
411,31,533,130
422,47,544,146
439,65,561,164
438,68,560,167
435,49,557,148
443,26,565,125
445,26,567,125
452,49,574,148
456,69,578,168
463,55,585,154
474,33,596,132
476,36,598,135
471,53,593,152
469,61,591,160
469,51,591,150
450,36,572,135
428,30,550,129
430,38,552,137
445,57,567,156
455,65,577,164
464,54,586,153
466,33,588,132
477,29,599,128
499,40,621,139
511,44,633,143
489,38,611,137
465,32,587,131
446,23,568,122
428,19,550,118
418,30,540,129
403,37,525,136
413,40,535,139
437,35,559,134
459,31,581,130
443,37,565,136
419,43,541,142
419,45,541,144
443,44,565,143
465,33,587,132
461,23,583,122
469,18,591,117
456,25,578,124
463,30,585,129
486,39,608,138
462,39,584,138
468,32,590,131
455,25,577,124
431,19,553,118
453,11,575,110
436,26,558,125
453,40,575,139
476,47,598,146
500,45,622,144
488,28,610,127
490,26,612,125
469,38,591,137
476,50,598,149
498,45,620,144
510,27,632,126
507,16,629,115
499,24,621,123
500,39,622,138
516,38,638,137
500,27,622,126
517,11,639,110
517,7,639,106
506,27,628,126
517,49,639,148
517,44,639,143
517,25,639,124
515,5,637,104
517,0,639,99
517,5,639,104
517,8,639,107
509,8,631,107
486,15,608,114
462,19,584,118
483,9,605,108
472,1,594,100
475,10,597,109
451,6,573,105
431,20,553,119
441,34,563,133
418,38,540,137
418,35,540,134
434,16,556,115
434,16,556,115
432,37,554,136
448,55,570,154
466,51,588,150
467,39,589,138
443,41,565,140
463,27,585,126
466,11,588,110
466,11,588,110
483,2,605,101
485,0,607,99
466,0,588,99
459,9,581,108
447,0,569,99
463,18,585,117
477,15,599,114
485,0,607,99
506,13,628,112
514,26,636,125
517,37,639,136
517,13,639,112
496,0,618,99
516,2,638,101
495,2,617,101
517,1,639,100
516,3,638,102
512,7,634,106
488,2,610,101
484,26,606,125
499,7,621,106
503,3,625,102
513,14,635,113
490,5,612,104
514,11,636,110
517,3,639,102
513,20,635,119
517,33,639,132
517,38,639,137
496,25,618,124
493,45,615,144
508,40,630,139
505,32,627,131
493,46,615,145
517,47,639,146
515,46,637,145
515,66,637,165
510,42,632,141
511,34,633,133
495,35,617,134
485,39,607,138
493,36,615,135
504,31,626,130
504,29,626,128
495,33,617,132
513,46,635,145
514,63,636,162
517,39,639,138
511,30,633,129
505,54,627,153
517,43,639,142
493,45,615,144
472,44,594,143
484,47,606,146
498,44,620,143
507,36,629,135
517,26,639,125
512,24,634,123
509,21,631,120
517,16,639,115
508,23,630,122
517,11,639,110
503,9,625,108
479,15,601,114
477,27,599,126
488,31,610,130
496,23,618,122
484,14,606,113
463,24,585,123
451,45,573,144
447,64,569,163
449,64,571,163
447,56,569,155
461,46,583,145
478,37,600,136
492,36,614,135
505,40,627,139
511,40,633,139
517,36,639,135
516,22,638,121
505,25,627,124
496,36,618,135
495,34,617,133
495,22,617,121
486,17,608,116
486,24,608,123
498,37,620,136
503,46,625,145
504,42,626,141
495,34,617,133
492,26,614,125
499,24,621,123
506,31,628,130
508,39,630,138
508,39,630,138
511,34,633,133
517,29,639,128
517,21,639,120
507,17,629,116
483,23,605,122
476,29,598,128
