x1,y1,x2,y2
206,196,329,299
220,197,344,300
237,206,360,309
240,215,364,318
239,224,363,327
237,237,360,340
227,247,350,350
221,252,345,355
229,254,353,357
241,261,365,365
237,268,360,371
229,267,353,370
230,267,354,370
237,275,361,379
244,289,369,393
251,301,376,405
256,307,381,411
240,307,365,411
220,296,345,400
218,279,343,383
225,265,350,369
242,255,367,359
253,261,378,365
214,300,317,385
175,309,298,412
148,284,296,407
166,258,318,385
190,236,344,365
206,235,362,365
213,246,370,377
205,250,362,381
176,245,334,376
142,238,301,371
127,231,288,365
136,235,284,358
142,237,291,361
148,235,296,358
149,240,298,364
140,245,289,369
135,237,285,362
132,222,282,347
136,210,284,333
151,194,299,318
159,196,309,321
147,216,298,342
140,237,292,364
146,247,301,376
173,272,321,395
175,278,298,381
165,288,288,391
165,278,288,381
151,255,276,359
145,231,269,335
155,220,281,325
165,222,292,327
175,227,298,330
182,220,306,323
188,210,313,314
173,198,321,321
152,212,301,336
132,233,282,358
130,239,281,364
151,230,301,355
172,221,323,346
182,209,333,335
183,197,335,324
176,189,330,317
155,194,310,323
130,203,286,333
114,201,270,331
110,185,268,316
111,156,269,287
107,149,266,281
107,165,266,297
85,106,341,319
117,98,380,317
160,198,308,321
145,254,292,376
162,307,311,431
208,312,386,460
208,297,386,445
186,262,368,413
163,237,341,385
122,207,302,357
104,200,288,353
118,222,296,370
136,235,284,358
135,234,283,358
140,215,289,339
160,142,373,320
159,126,373,304
153,130,367,308
149,146,363,325
148,193,326,341
174,186,354,336
190,175,371,326
210,210,358,333
238,223,389,349
273,233,424,359
295,234,445,359
359,210,507,333
371,198,519,321
247,198,395,321
227,201,376,325
228,202,376,326
228,203,377,327
221,212,371,337
211,225,362,351
203,233,354,359
272,222,420,345
231,178,444,356
196,178,409,356
160,196,373,374
235,235,383,358
260,210,408,333
284,198,432,321
294,187,444,312
283,199,433,324
267,217,416,341
263,228,413,353
268,232,418,357
193,222,371,370
272,222,420,345
263,214,412,338
253,210,402,334
297,210,445,333
297,222,445,345
309,210,457,333
292,195,440,319
276,185,425,309
279,181,429,306
285,181,436,307
271,182,422,308
240,177,391,303
225,171,377,297
148,163,326,311
160,162,338,311
139,160,320,311
94,166,275,317
76,174,257,325
122,175,308,330
185,176,369,330
218,178,402,331
221,178,405,331
260,185,408,308
240,177,392,303
198,170,350,297
171,170,323,296
172,171,325,298
185,171,338,298
188,168,341,295
177,163,330,290
175,162,328,289
222,160,370,283
241,157,390,281
272,148,420,271
285,132,435,257
270,130,421,256
259,139,410,264
276,137,427,263
302,129,453,255
311,130,464,257
179,77,487,333
171,128,427,341
284,222,432,345
288,212,435,334
282,190,429,312
273,174,419,296
258,174,404,296
248,179,393,300
242,178,387,299
245,174,390,295
264,166,410,288
286,156,434,279
292,156,441,280
289,162,438,286
293,170,442,294
297,185,445,308
291,203,439,326
284,215,432,338
282,213,430,337
128,102,436,358
284,185,432,308
282,172,429,294
260,160,408,283
249,161,396,283
242,168,389,290
231,184,377,306
229,205,375,327
252,215,400,338
287,203,437,328
315,187,463,310
313,173,461,296
311,166,459,289
330,166,478,289
346,161,494,284
371,160,519,283
359,148,507,271
334,155,482,279
320,169,467,291
341,172,489,295
231,77,539,333
261,72,571,330
268,74,578,332
273,83,583,341
285,88,596,347
298,79,610,339
292,68,605,329
264,68,578,330
256,77,564,333
217,85,525,342
198,87,508,345
179,77,487,333
205,77,513,333
218,66,526,323
205,51,513,307
256,85,512,298
321,210,469,333
314,220,463,344
289,213,445,343
128,77,436,333
102,77,410,333
77,79,384,335
185,210,333,333
199,208,346,330
257,175,380,278
240,177,364,280
173,222,321,345
192,239,338,361
230,250,374,370
246,251,398,377
222,247,370,370
187,241,335,364
161,234,310,358
51,102,359,358
80,99,389,357
127,98,438,357
154,101,465,360
154,102,462,358
102,102,410,358
51,102,359,358
4,98,315,357
113,237,236,340
175,196,298,299
203,187,325,289
216,185,339,288
223,186,346,288
237,185,360,288
261,186,384,289
277,191,400,293
