x1,y1,x2,y2
269,75,303,139
267,73,300,135
262,71,295,133
256,71,288,131
252,66,285,128
245,64,278,127
238,59,274,126
233,60,268,126
227,56,263,123
223,57,258,123
216,54,252,121
212,52,246,117
256,58,291,124
254,61,289,127
252,62,286,127
248,61,284,128
242,63,276,128
238,63,271,126
227,64,260,126
224,63,257,126
222,41,255,104
232,65,266,130
231,68,264,130
236,69,268,130
239,69,270,128
239,70,269,126
240,74,269,129
240,73,269,128
241,73,270,128
242,74,272,130
241,68,272,127
247,80,277,137
244,79,275,138
240,79,270,136
274,68,304,124
270,69,300,125
267,70,297,126
264,71,294,127
265,73,294,128
264,72,294,129
261,74,291,130
226,72,256,129
226,74,256,131
226,77,256,134
225,78,255,135
233,93,263,149
231,92,262,151
231,85,261,142
229,81,259,138
232,83,262,139
236,85,266,142
239,85,269,142
239,86,269,142
236,86,266,142
232,87,262,144
226,87,257,146
220,86,252,146
215,85,247,145
220,97,252,157
217,92,249,153
215,91,247,152
213,78,245,139
214,77,246,138
217,79,249,140
221,82,253,143
223,81,255,142
226,81,258,142
227,81,259,142
228,81,260,142
226,82,258,142
224,83,256,143
223,84,255,144
230,96,262,156
230,94,262,154
228,86,260,146
229,85,261,145
233,86,265,146
237,88,269,149
241,90,274,152
244,90,277,152
246,91,279,153
247,92,280,154
247,93,280,155
247,94,280,156
246,94,279,156
245,94,278,156
271,85,304,148
267,82,300,145
264,82,297,145
259,81,292,144
230,83,263,146
229,84,262,147
231,83,264,146
234,83,267,146
235,83,268,146
237,85,270,148
239,85,272,148
243,85,276,148
244,85,277,148
249,88,282,151
252,89,285,152
253,86,286,149
254,86,287,149
255,85,288,148
254,86,287,149
247,82,280,145
239,79,272,142
230,77,263,140
220,75,253,138
212,74,245,137
209,71,242,134
206,70,239,133
208,70,241,133
211,71,244,134
214,71,247,134
214,70,247,133
220,72,253,134
225,74,258,136
232,78,265,140
238,79,271,141
242,80,275,142
247,80,280,142
254,81,287,143
260,82,293,144
264,82,297,144
271,82,304,144
277,84,309,145
281,85,313,146
284,84,316,145
288,85,320,146
292,86,324,147
296,89,328,150
304,91,336,152
306,92,338,153
309,92,341,153
309,93,341,154
309,94,341,155
309,94,341,155
307,94,339,155
304,92,336,153
297,92,329,153
292,90,324,151
288,91,320,152
285,89,317,150
282,88,314,149
283,85,315,145
279,82,311,142
276,81,308,141
276,81,308,141
274,82,306,142
274,83,306,143
276,84,308,144
278,84,310,144
280,84,312,144
281,84,313,144
284,86,316,146
287,85,319,145
290,86,322,146
294,87,326,147
297,86,329,146
297,86,329,146
299,85,331,145
298,86,330,146
299,87,331,147
300,87,332,147
300,87,332,147
300,87,332,147
299,87,331,147
299,87,331,147
299,88,331,148
301,88,333,148
301,88,333,148
305,88,337,148
304,86,335,145
308,86,338,143
309,86,339,143
310,87,340,144
312,86,342,143
315,86,345,143
317,86,347,143
318,85,348,141
318,84,348,140
320,84,350,140
323,85,353,141
327,84,357,141
329,85,359,142
329,86,359,143
329,84,359,141
330,84,360,141
330,86,360,143
331,86,361,143
334,87,364,144
335,86,365,143
335,85,365,142
336,86,366,143
337,86,367,143
339,85,369,142
343,87,373,144
347,89,377,146
350,91,380,148
354,93,384,150
356,94,386,151
356,96,386,153
355,98,385,155
353,99,383,156
348,98,378,155
344,98,374,155
340,99,370,156
333,98,363,155
330,98,360,155
329,100,359,157
328,99,358,156
327,99,357,156
327,100,357,157
328,100,358,157
329,100,359,157
330,101,360,158
331,102,361,159
334,103,364,160
337,102,367,158
338,103,368,160
340,102,370,159
340,103,370,160
343,104,373,161
345,105,375,161
346,105,376,161
347,105,377,161
347,105,377,161
349,105,379,161
351,104,381,160
350,105,380,161
349,105,379,162
347,105,377,162
346,104,376,161
346,104,376,161
346,105,376,162
347,105,377,162
349,105,379,162
351,105,381,162
354,105,384,162
354,105,384,162
357,106,387,163
360,106,390,163
362,107,392,164
365,107,395,164
366,109,396,166
369,107,399,164
369,107,399,164
367,106,397,163
365,107,395,164
364,107,394,164
363,107,393,164
364,107,394,164
365,105,395,162
364,105,394,162
364,104,394,161
364,104,394,161
363,104,393,161
362,105,392,162
359,105,389,162
356,103,386,160
353,102,383,159
352,100,382,157
349,101,379,158
346,100,376,157
345,100,375,157
344,101,374,157
344,100,374,156
344,98,374,154
344,98,373,153
344,100,373,155
346,101,375,156
346,104,375,158
349,106,378,160
350,110,379,164
351,110,380,164
353,107,382,162
354,107,383,162
356,109,385,163
358,111,387,165
359,111,388,166
358,111,387,166
359,110,388,165
360,109,389,164
360,108,389,163
361,110,390,165
363,110,392,165
365,111,394,166
367,111,396,166
374,112,403,167
379,109,408,164
385,107,414,162
389,106,418,161
