x1,y1,x2,y2
76,124,106,148
77,124,107,148
76,122,106,146
77,122,106,145
77,121,107,145
78,121,108,145
79,121,109,145
80,121,110,145
80,121,110,145
82,124,107,144
82,124,107,144
82,124,107,144
82,123,107,143
82,124,107,144
82,122,107,142
82,121,107,141
84,122,109,142
84,122,109,142
86,124,111,144
86,123,110,142
86,123,111,143
86,122,111,142
88,122,113,142
88,122,113,142
88,122,113,142
88,122,112,141
88,122,112,141
90,122,115,142
90,122,115,142
92,120,117,140
92,120,117,140
92,120,117,140
92,120,117,140
92,120,116,139
92,130,117,150
91,129,116,149
92,130,117,150
92,130,117,150
92,130,117,150
92,130,116,149
92,130,116,149
93,131,117,150
93,132,117,151
93,132,117,151
93,133,117,152
93,133,117,152
94,133,118,152
94,134,119,154
94,134,119,154
94,134,119,154
94,134,119,154
94,134,119,154
94,134,119,154
94,134,119,154
94,133,119,153
96,134,121,154
94,132,119,152
94,131,119,151
98,132,123,152
100,126,125,146
100,126,125,146
100,126,125,146
100,125,124,144
98,124,123,144
100,126,125,146
100,124,125,144
100,124,125,144
100,123,124,142
100,123,125,143
100,123,125,143
100,123,125,143
100,123,125,143
100,123,125,143
102,124,127,144
102,124,127,144
102,124,127,144
102,124,127,144
101,123,126,143
98,132,128,156
98,131,127,154
98,131,128,155
98,131,128,155
98,131,128,155
98,131,128,155
98,131,128,155
104,126,129,146
104,124,129,144
104,124,129,144
106,124,131,144
105,124,130,144
106,124,131,144
106,124,131,144
106,123,131,143
106,126,131,146
106,124,131,144
106,124,130,143
106,124,130,143
106,124,131,144
106,124,130,143
105,123,130,143
106,124,131,144
105,123,130,143
106,124,131,144
106,124,131,144
106,124,131,144
106,126,131,146
106,124,131,144
103,120,133,144
103,119,133,143
6,138,31,158
108,126,133,146
107,125,131,144
122,126,147,146
122,125,146,144
115,124,145,148
120,126,145,146
119,125,144,145
120,126,145,146
119,125,144,145
106,124,131,144
106,124,131,144
104,124,129,144
122,124,147,144
104,124,129,144
104,124,129,144
104,124,129,144
122,124,147,144
106,124,131,144
106,123,130,142
106,124,131,144
106,124,131,144
106,124,131,144
106,124,131,144
106,124,131,144
105,123,129,142
105,124,130,144
106,124,131,144
106,124,130,143
106,124,130,143
106,124,131,144
106,124,131,144
106,124,131,144
106,124,131,144
105,123,130,143
104,124,129,144
106,122,131,142
106,124,131,144
106,122,131,142
104,124,129,144
103,123,128,143
106,124,131,144
104,124,129,144
106,124,131,144
106,124,131,144
106,122,131,142
106,122,131,142
104,124,129,144
104,124,129,144
104,124,128,143
103,124,128,144
103,124,128,144
103,124,128,144
106,130,131,150
106,124,131,144
106,124,131,144
106,130,131,150
106,130,130,149
108,124,133,144
108,124,132,143
106,124,131,144
106,124,130,143
108,124,133,144
106,124,131,144
106,122,131,142
106,122,131,142
106,130,131,150
106,124,131,144
106,130,131,150
106,122,131,142
106,122,131,142
106,130,131,150
106,129,131,149
105,130,130,150
108,130,133,150
108,130,132,149
106,130,131,150
106,130,131,150
106,130,130,149
106,130,131,150
106,130,130,149
108,124,133,144
108,124,133,144
108,124,133,144
107,123,131,142
107,123,132,143
108,124,133,144
107,123,132,143
110,130,135,150
110,130,135,150
109,129,133,148
110,129,135,149
110,129,135,149
110,129,134,148
110,129,135,149
110,129,135,149
110,129,135,149
110,129,135,149
110,129,135,149
110,129,135,149
112,130,137,150
112,129,137,149
112,130,137,150
112,129,136,148
112,130,137,150
112,130,137,150
111,130,136,150
112,130,137,150
106,129,142,157
106,129,142,157
106,129,142,157
106,129,142,157
106,129,142,157
106,129,142,158
106,129,142,158
107,129,143,158
114,130,139,150
116,130,141,150
116,130,141,150
116,129,141,149
116,129,140,148
116,129,140,148
114,128,139,148
116,128,141,148
116,128,141,148
116,128,141,148
116,128,141,148
116,128,140,147
116,128,140,147
118,130,143,150
120,130,145,150
120,130,145,150
120,130,145,150
120,130,144,149
120,130,145,150
120,129,145,149
120,129,145,149
120,129,144,148
122,130,147,150
122,129,147,149
122,129,147,149
122,129,147,149
123,128,148,148
123,128,148,148
123,128,148,148
126,128,151,148
126,128,150,147
126,128,150,147
128,128,153,148
128,128,153,148
128,127,152,146
130,128,155,148
130,128,155,148
130,128,155,148
130,128,155,148
132,128,157,148
132,127,156,146
133,128,157,147
133,128,158,148
133,128,158,148
134,128,159,148
134,128,159,148
136,128,161,148
136,127,160,146
136,127,161,147
137,126,162,146
138,126,163,146
138,126,163,146
140,126,165,146
140,125,165,145
140,125,165,145
141,124,166,144
141,124,166,144
142,124,167,144
142,124,167,144
141,124,166,144
142,124,167,144
142,124,167,144
142,126,167,146
144,126,169,146
146,126,171,146
146,126,171,146
146,126,171,146
146,125,171,145
146,125,171,145
147,125,172,145
147,125,173,145
147,125,173,145
147,125,173,145
147,125,172,145
148,124,173,144
148,124,173,144
148,124,173,144
148,124,173,144
148,124,173,144
146,124,171,144
150,126,175,146
149,126,174,146
149,126,174,146
150,127,175,147
152,128,177,148
152,128,177,148
151,129,176,149
151,129,175,148
151,130,175,149
151,131,175,150
151,131,175,150
151,132,174,151
151,132,175,151
151,132,175,151
150,131,174,150
150,130,175,150
150,130,175,150
149,129,174,149
90,120,115,140
146,128,171,148
145,127,169,146
144,127,168,146
144,126,168,145
144,127,168,146
143,126,167,145
142,126,167,146
144,126,169,146
144,126,169,146
142,126,167,146
142,126,167,146
142,128,167,148
142,128,167,148
140,128,165,148
140,130,165,150
138,130,163,150
138,130,163,150
137,131,161,150
136,131,160,150
135,131,160,151
134,132,159,152
133,132,158,152
132,134,157,154
132,134,157,154
130,134,155,154
129,134,154,154
128,134,153,154
127,135,152,155
125,135,151,155
124,135,150,156
114,131,157,165
50,120,80,144
49,119,79,143
43,120,73,144
41,119,71,143
40,119,70,143
38,118,68,142
37,118,67,142
35,117,66,142
34,117,65,142
33,117,64,142
32,117,63,142
36,117,66,141
33,117,63,141
108,134,133,154
106,134,130,153
104,134,129,154
102,134,127,154
98,134,128,158
96,134,126,158
96,134,126,158
100,136,125,156
98,136,123,156
96,136,121,156
96,136,121,156
94,136,119,156
88,134,118,158
87,134,117,158
86,133,116,157
85,134,115,158
83,134,113,158
82,134,112,158
81,134,112,159
79,134,110,159
79,135,110,160
64,124,126,173
62,124,125,174
62,128,113,169
60,128,112,169
