x1,y1,x2,y2
73,126,102,149
73,126,102,149
74,126,103,149
75,126,104,149
76,126,105,149
76,125,105,148
77,125,106,148
77,125,106,148
78,125,107,148
79,124,108,147
79,124,108,147
80,124,109,147
81,124,110,147
81,124,110,147
83,123,112,146
84,123,113,146
84,123,113,146
85,123,114,146
85,123,114,146
86,122,115,145
86,122,115,145
87,122,116,145
87,122,116,145
87,123,116,146
87,122,116,145
88,123,117,146
88,123,117,146
88,123,117,146
89,123,118,146
90,123,119,146
90,123,119,146
90,123,119,146
90,123,119,146
91,123,120,146
91,123,120,146
92,123,121,146
92,123,121,146
92,124,121,147
92,124,121,147
92,124,121,147
93,124,122,147
93,125,122,148
93,125,122,148
93,126,122,149
94,126,123,149
94,127,123,150
95,127,124,150
97,128,126,151
96,128,125,151
95,128,124,151
96,128,125,151
96,128,125,151
96,128,125,151
96,127,125,150
97,127,126,150
98,127,127,150
98,127,127,150
99,127,128,150
97,126,126,149
98,126,127,149
98,126,127,149
98,126,127,149
99,126,128,149
99,126,128,149
99,126,128,149
100,126,129,149
100,126,129,149
100,125,129,148
100,125,129,148
101,126,130,149
100,125,129,148
101,126,130,149
101,125,130,148
101,126,130,149
101,126,130,149
102,126,131,149
101,126,130,149
102,126,131,149
102,126,131,149
102,125,131,148
102,126,131,149
102,125,131,148
102,125,131,148
103,126,132,149
103,126,132,149
103,126,132,149
104,126,133,149
103,126,132,149
104,126,133,149
104,126,133,149
104,125,133,148
104,126,133,149
103,125,132,148
104,126,133,149
103,125,132,148
102,125,131,148
104,125,133,148
103,125,132,148
104,125,133,148
104,125,133,148
105,126,134,149
104,125,133,148
104,125,133,148
107,125,136,148
104,125,133,148
104,125,133,148
106,125,135,148
105,126,134,149
107,125,136,148
104,125,133,148
107,125,136,148
107,125,136,148
107,125,136,148
106,125,135,148
106,125,135,148
106,125,135,148
107,125,136,148
107,125,136,148
108,124,137,147
107,124,136,147
108,124,137,147
107,124,136,147
107,124,136,147
107,123,136,146
107,124,136,147
106,123,135,146
107,123,136,146
105,123,134,146
107,123,136,146
106,123,135,146
106,123,135,146
108,124,137,147
108,124,137,147
107,124,136,147
108,124,137,147
107,124,136,147
107,124,136,147
107,124,136,147
107,124,136,147
105,124,134,147
108,124,137,147
107,123,136,146
106,123,135,146
107,123,136,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
107,123,136,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
106,123,135,146
107,123,136,146
107,124,136,147
105,124,134,147
107,124,136,147
107,124,136,147
106,124,135,147
106,124,135,147
107,124,136,147
106,124,135,147
107,124,136,147
108,124,137,147
107,124,136,147
106,124,135,147
106,124,135,147
107,125,136,148
107,124,136,147
107,124,136,147
107,124,136,147
106,124,135,147
108,123,137,146
107,124,136,147
107,123,136,146
106,123,135,146
106,123,135,146
109,123,138,146
108,124,137,147
108,124,137,147
108,124,137,147
107,125,136,148
108,124,137,147
110,125,139,148
110,125,139,148
108,125,137,148
108,125,137,148
108,125,137,148
109,125,138,148
108,125,137,148
108,125,137,148
109,124,138,147
110,124,139,147
109,124,138,147
110,124,139,147
110,124,139,147
110,123,139,146
110,123,139,146
110,123,139,146
110,123,139,146
110,123,139,146
110,123,139,146
110,123,139,146
111,123,140,146
111,123,140,146
111,123,140,146
111,123,140,146
112,124,141,147
112,124,141,147
112,124,141,147
112,124,141,147
111,124,140,147
113,125,142,148
113,125,142,148
113,125,142,148
113,125,142,148
114,125,143,148
113,125,142,148
114,125,143,148
114,125,143,148
114,124,143,147
115,124,144,147
115,124,144,147
115,123,144,146
116,123,145,146
116,123,145,146
115,123,144,146
117,123,146,146
117,122,146,145
118,123,147,146
119,123,148,146
118,123,147,146
119,123,148,146
119,123,148,146
119,123,148,146
120,123,149,146
120,123,149,146
120,124,149,147
122,123,151,146
121,124,150,147
122,124,151,147
122,124,151,147
123,123,152,146
124,123,153,146
123,123,152,146
124,123,153,146
124,123,153,146
123,123,152,146
125,122,154,145
126,122,155,145
125,122,154,145
126,122,155,145
127,122,156,145
127,122,156,145
128,122,157,145
128,122,157,145
129,122,158,145
129,122,158,145
130,122,159,145
130,122,159,145
131,122,160,145
131,122,160,145
132,122,161,145
133,122,162,145
133,122,162,145
134,122,163,145
145,122,174,145
135,122,164,145
136,122,165,145
147,121,176,144
136,121,165,144
145,120,174,143
138,119,167,142
127,119,156,142
127,118,156,141
128,118,157,141
130,118,159,141
119,117,148,140
130,118,159,141
141,118,170,141
149,118,178,141
154,118,183,141
142,119,171,142
130,119,159,142
131,119,160,142
134,120,163,143
145,119,174,142
156,119,185,142
157,119,186,142
147,119,176,142
147,119,176,142
147,119,176,142
158,118,187,141
155,118,184,141
157,118,186,141
157,118,186,141
157,118,186,141
149,118,178,141
157,118,186,141
159,118,188,141
160,118,189,141
149,119,178,142
160,119,189,142
150,120,179,143
140,120,169,143
151,121,180,144
150,122,179,145
150,123,179,146
150,124,179,147
161,124,190,147
149,125,178,148
159,125,188,148
151,126,180,149
161,125,190,148
149,126,178,149
149,125,178,148
160,124,189,147
159,123,188,146
157,122,186,145
149,122,178,145
155,121,184,144
156,120,185,143
153,120,182,143
147,120,176,143
146,120,175,143
153,119,182,142
151,119,180,142
143,120,172,143
131,119,160,142
131,119,160,142
130,119,159,142
125,120,154,143
127,121,156,144
125,122,154,145
123,123,152,146
121,123,150,146
118,123,147,146
122,124,151,147
121,124,150,147
115,124,144,147
118,125,147,148
118,126,147,149
117,126,146,149
112,126,141,149
108,126,137,149
110,127,139,150
112,127,141,150
114,128,143,151
113,128,142,151
124,129,153,152
124,129,153,152
125,129,154,152
128,129,157,152
124,129,153,152
123,129,152,152
124,129,153,152
115,129,144,152
116,129,145,152
122,128,151,151
120,128,149,151
118,128,147,151
116,128,145,151
110,128,139,151
113,128,142,151
107,128,136,151
112,128,141,151
105,128,134,151
111,128,140,151
110,128,139,151
101,129,130,152
98,129,127,152
105,129,134,152
98,129,127,152
96,129,125,152
95,129,124,152
98,129,127,152
97,129,126,152
95,129,124,152
94,129,123,152
95,129,124,152
94,129,123,152
95,129,124,152
91,129,120,152
92,129,121,152
90,130,119,153
88,130,117,153
87,130,116,153
87,130,116,153
88,130,117,153
