x1,y1,x2,y2
73,126,102,149
73,125,102,148
73,125,102,148
74,125,103,148
74,125,103,148
75,124,104,147
76,124,105,147
77,124,107,147
77,124,107,148
77,123,108,147
77,123,108,147
78,123,109,147
79,123,110,147
79,123,110,147
79,123,110,147
80,122,111,147
81,122,112,146
81,122,112,147
81,122,112,147
82,121,113,145
82,121,113,146
82,121,114,146
83,121,115,146
83,121,115,146
84,121,116,146
84,122,116,147
84,122,116,147
85,122,117,147
85,122,116,147
86,122,117,147
86,122,117,147
86,122,118,147
87,122,119,147
87,122,118,147
87,122,119,147
87,122,119,147
87,122,119,147
87,122,119,147
88,122,120,147
88,123,120,148
88,123,120,148
88,124,120,149
88,124,120,149
88,124,120,149
88,125,121,151
89,125,121,151
89,125,122,151
89,126,122,152
89,126,122,152
89,126,122,152
90,126,123,152
90,126,123,152
90,126,123,152
90,126,123,152
91,125,124,151
91,125,124,151
91,125,124,151
91,125,124,151
92,125,125,151
92,125,125,151
92,125,125,151
92,124,125,150
92,124,125,150
92,124,125,150
92,124,125,150
92,124,125,150
92,124,125,150
92,124,125,150
93,124,126,150
93,124,126,150
93,124,126,150
93,124,126,150
93,124,127,151
93,124,127,151
93,124,127,151
93,124,127,151
93,124,127,151
93,124,127,151
93,124,127,151
93,123,128,150
93,123,128,151
93,123,128,150
94,123,129,150
94,123,129,151
93,123,128,151
93,123,128,151
93,123,128,151
93,123,129,151
93,123,129,151
93,123,129,151
93,123,129,151
93,123,129,151
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,129,152
93,123,130,152
93,122,130,151
93,122,130,151
92,122,129,151
92,122,129,151
92,122,129,151
92,122,129,152
92,122,129,152
92,122,129,152
92,122,129,152
92,122,129,152
92,121,130,151
92,121,130,151
92,121,130,151
92,121,130,151
91,121,129,151
92,121,130,151
91,120,130,150
91,120,129,150
91,120,129,150
91,120,129,150
91,120,129,150
91,120,129,150
92,120,130,150
91,120,129,150
91,120,130,151
91,120,130,150
91,120,130,150
91,120,130,151
91,120,130,151
91,120,130,151
91,120,130,151
91,120,130,151
91,120,130,151
91,120,130,151
90,120,130,151
90,120,130,151
90,120,130,152
90,120,130,151
90,119,130,150
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,150
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,151
90,119,130,150
90,119,130,151
90,119,130,151
90,119,130,150
90,119,130,150
90,120,130,151
90,119,130,150
90,119,130,150
90,120,130,151
90,120,130,152
90,120,130,151
90,120,130,152
90,120,130,152
90,120,130,151
90,120,130,151
90,120,130,151
90,120,130,151
91,119,130,150
90,119,130,150
91,119,131,150
91,119,131,150
90,119,130,150
90,119,130,151
91,119,131,151
90,119,130,151
90,119,130,151
91,119,131,151
91,119,131,150
91,119,131,150
91,120,131,151
91,120,131,151
90,120,130,151
91,120,131,151
90,120,130,152
91,120,131,151
91,120,131,151
91,120,131,151
91,120,131,151
90,120,130,152
90,120,130,152
90,119,131,151
90,119,131,151
90,119,131,151
90,118,131,151
90,118,131,151
90,118,132,151
90,118,132,151
90,118,132,151
90,118,132,151
90,118,132,151
90,118,132,151
90,118,132,151
90,118,132,151
90,117,132,150
90,118,132,151
90,117,132,150
91,118,133,151
90,118,132,151
91,118,133,151
91,118,133,151
90,118,132,151
90,119,133,153
90,118,133,152
90,119,133,153
90,118,133,152
90,118,133,152
90,119,133,153
90,118,134,153
90,118,134,153
90,118,134,153
90,118,135,153
90,118,135,153
90,117,135,152
90,117,135,153
90,117,136,153
90,117,136,153
89,116,135,152
90,116,136,153
89,116,136,153
90,116,136,153
89,116,136,153
89,116,136,153
89,116,137,154
89,116,137,154
89,116,137,154
89,116,137,154
89,116,138,154
89,116,138,155
88,116,137,155
88,116,138,155
88,116,138,155
88,115,138,155
88,115,138,155
88,115,138,155
88,115,138,155
87,115,137,155
88,115,138,155
87,115,138,155
88,115,138,155
87,114,138,154
87,114,138,154
87,114,138,154
87,114,138,154
87,114,138,154
87,114,138,154
87,114,139,155
87,114,139,155
86,114,138,155
86,114,138,155
86,114,138,155
86,114,139,156
86,114,139,156
85,114,138,156
85,114,138,156
85,114,138,156
85,114,138,156
85,114,139,156
85,114,138,156
84,114,138,157
84,113,138,156
84,113,138,156
83,112,137,155
83,112,137,155
83,112,137,155
83,111,138,154
83,111,137,154
82,111,136,154
82,111,137,154
82,111,137,154
82,111,136,154
82,111,136,154
81,112,135,155
81,112,136,155
81,112,135,155
80,113,134,156
80,113,134,156
79,113,134,156
79,113,134,156
78,112,133,155
78,113,133,156
78,112,133,155
77,112,132,155
77,112,132,155
76,112,131,155
76,112,131,155
75,112,130,155
75,112,130,155
74,112,129,156
74,112,129,156
73,112,128,156
72,112,127,156
72,112,127,156
71,113,126,157
70,113,125,157
69,114,124,158
69,114,125,158
68,115,124,159
67,116,122,160
66,116,122,160
65,117,121,161
64,117,120,161
63,117,119,162
62,117,119,162
62,117,118,162
60,116,117,161
59,116,116,161
58,115,115,160
57,114,114,159
55,113,113,159
54,112,112,158
53,112,111,158
52,111,110,157
50,111,108,157
49,110,108,157
47,110,107,157
45,110,105,158
44,110,105,158
43,109,104,157
41,109,102,157
40,109,102,158
38,109,100,158
37,110,99,159
35,110,97,159
34,111,96,160
32,111,95,161
31,111,94,161
29,111,93,161
28,111,92,162
27,111,92,162
25,111,90,162
23,111,88,163
21,111,87,164
20,111,86,164
18,110,85,163
17,111,84,164
15,110,82,163
14,111,81,164
12,111,80,165
11,111,79,165
9,111,77,165
8,110,77,164
6,110,75,165
5,110,74,165
3,110,73,165
2,109,72,164
0,108,70,164
0,108,71,164
-2,107,70,164
-4,107,68,164
-5,106,67,163
-6,106,66,163
-8,105,65,163
-9,106,64,164
-11,105,62,163
-13,105,61,164
-14,105,61,164
-16,104,59,164
-18,104,58,164
-19,105,56,165
-21,104,55,164
-23,104,54,165
-24,103,53,164
-26,103,52,165
-27,103,52,165
-28,103,51,165
-30,102,49,165
-32,102,48,166
-33,101,48,165
-34,102,46,166
-35,102,46,166
-36,101,46,166
-38,101,45,167
-40,101,44,168
-41,101,44,168
-42,100,44,168
-43,101,41,168
-44,101,41,168
-44,101,41,168
