x1,y1,x2,y2
73,126,102,149
73,125,102,148
73,125,102,148
75,125,103,147
77,127,104,148
76,125,104,147
78,125,106,147
78,125,107,148
79,123,108,146
79,123,109,146
79,124,108,147
79,124,108,147
81,124,110,147
81,124,110,147
81,123,109,145
82,122,110,144
83,122,112,145
83,122,112,145
83,122,112,145
84,121,113,144
84,121,113,144
86,122,114,144
86,122,114,144
87,122,115,144
87,122,115,144
87,122,115,144
87,122,116,145
87,122,117,145
88,123,117,146
88,122,116,144
89,123,117,145
90,123,119,146
89,122,118,145
90,123,119,146
90,123,118,145
91,123,120,146
91,122,119,144
91,123,119,145
91,123,119,145
92,125,120,147
92,124,121,147
92,124,121,147
92,124,121,147
92,125,121,148
92,126,121,149
93,126,122,149
94,127,122,149
94,127,123,150
94,126,124,149
94,128,123,151
94,128,123,151
94,127,124,150
94,127,123,150
95,127,124,150
95,127,124,150
95,126,124,149
96,126,125,149
97,126,126,149
97,126,126,149
97,125,126,148
97,126,126,149
98,126,127,149
98,125,127,148
98,125,127,148
98,125,127,148
98,125,127,148
98,125,127,148
98,125,127,148
99,125,128,148
99,125,128,148
100,125,128,147
100,125,129,148
99,125,128,148
100,125,129,148
100,125,129,148
100,125,129,148
100,124,129,147
100,125,129,148
100,124,129,147
101,125,130,148
101,124,130,147
101,125,130,148
101,124,130,147
102,125,131,148
102,125,131,148
102,125,131,148
102,124,131,147
102,125,131,148
102,125,131,148
102,125,131,148
102,125,131,148
102,125,131,148
102,125,131,148
103,125,132,148
103,124,132,147
103,125,132,148
103,125,132,148
103,124,132,147
103,125,132,148
103,125,132,148
104,124,133,147
104,124,133,147
103,125,132,148
104,124,133,147
104,124,133,147
103,124,132,147
104,125,133,148
104,125,133,148
103,124,132,147
104,124,133,147
104,124,133,147
104,124,133,147
104,125,133,148
104,124,133,147
104,125,133,148
104,124,133,147
104,124,133,147
105,124,134,147
104,123,133,146
104,123,133,146
104,123,133,146
104,122,133,145
104,123,133,146
104,122,133,145
104,122,133,145
104,123,133,146
104,122,133,145
104,123,133,146
104,122,133,145
104,122,133,145
105,123,134,146
105,123,134,146
104,123,133,146
105,123,134,146
104,123,133,146
105,124,134,147
105,123,134,146
105,123,134,146
105,124,134,147
105,123,134,146
105,123,134,146
104,123,133,146
104,123,133,146
105,122,134,145
104,122,133,145
104,123,133,146
105,123,134,146
105,122,134,145
105,122,134,145
105,122,134,145
105,123,134,146
105,123,134,146
105,123,134,146
105,122,134,145
105,122,134,145
105,122,134,145
104,122,133,145
104,123,133,146
105,123,134,146
105,123,134,146
105,123,134,146
104,123,133,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
104,123,133,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,123,134,146
105,122,134,145
106,123,135,146
106,123,135,146
105,122,134,145
106,123,135,146
105,123,134,146
106,123,135,146
106,123,135,146
107,123,136,146
106,123,135,146
106,123,135,146
106,124,135,147
106,124,135,147
106,124,135,147
107,124,136,147
107,124,136,147
107,124,136,147
107,124,136,147
107,124,136,147
108,124,137,147
108,123,137,146
107,123,136,146
108,123,137,146
108,122,137,145
108,123,137,146
109,123,138,146
108,122,137,145
108,122,137,145
109,122,138,145
109,122,138,145
109,123,138,146
109,123,138,146
110,123,139,146
110,123,139,146
109,122,138,145
110,123,139,146
110,123,139,146
110,123,139,146
110,123,139,146
111,123,140,146
111,124,140,147
111,124,140,147
111,124,140,147
112,124,141,147
111,124,140,147
112,124,141,147
112,124,141,147
112,124,141,147
113,124,142,147
113,123,142,146
113,123,142,146
114,123,143,146
114,122,143,145
114,122,143,145
115,123,144,146
115,123,144,146
115,122,144,145
116,122,145,145
116,122,145,145
117,122,146,145
116,122,145,145
117,123,146,146
117,123,146,146
117,122,146,145
118,122,147,145
118,123,147,146
118,123,147,146
119,123,148,146
119,123,148,146
120,124,149,147
120,123,149,146
120,123,149,146
121,123,150,146
121,123,150,146
122,123,151,146
122,122,151,145
123,122,152,145
124,121,153,144
124,121,153,144
125,121,154,144
125,121,154,144
126,121,155,144
126,121,155,144
127,121,156,144
127,121,156,144
128,122,157,145
128,121,157,144
129,121,158,144
130,121,159,144
131,121,160,144
131,121,160,144
132,121,161,144
133,121,162,144
133,122,162,145
134,122,163,145
134,122,163,145
135,122,164,145
135,121,164,144
136,120,165,143
137,120,166,143
137,120,166,143
138,119,167,142
138,118,167,141
139,118,168,141
140,117,169,140
140,117,169,140
140,117,169,140
141,117,170,140
141,117,170,140
141,118,170,141
142,118,171,141
142,118,171,141
143,119,172,142
144,119,173,142
145,118,174,141
145,119,174,142
144,119,173,142
145,119,174,142
146,118,175,141
145,118,174,141
147,118,176,141
147,118,176,141
147,118,176,141
147,118,176,141
148,118,177,141
148,118,177,141
148,118,177,141
148,118,177,141
148,118,177,141
149,118,178,141
149,119,178,142
150,120,179,143
150,120,179,143
150,120,179,143
149,121,178,144
150,122,179,145
150,123,179,146
149,124,178,147
149,124,178,147
149,125,178,148
149,125,178,148
149,125,178,148
149,125,178,148
148,125,177,148
148,124,177,147
148,123,177,146
148,121,177,144
146,121,175,144
146,120,175,143
146,120,175,143
145,119,174,142
145,119,174,142
145,119,174,142
144,119,173,142
143,119,172,142
143,119,172,142
142,119,171,142
141,119,170,142
141,120,170,143
140,121,169,144
139,121,168,144
139,122,168,145
138,123,167,146
137,124,166,147
136,124,165,147
136,124,165,147
135,124,164,147
134,125,163,148
133,126,162,149
132,126,161,149
130,126,159,149
130,127,159,150
129,127,158,150
127,127,156,150
127,127,156,150
125,127,154,150
125,127,154,150
123,128,152,151
123,129,152,152
121,129,150,152
120,129,149,152
119,128,148,151
118,128,147,151
117,128,146,151
115,128,144,151
115,128,144,151
113,128,142,151
112,127,141,150
111,127,140,150
110,127,139,150
108,127,137,150
107,127,136,150
106,127,135,150
104,127,133,150
104,127,133,150
102,127,131,150
101,127,130,150
100,128,129,151
98,128,127,151
97,128,126,151
96,128,125,151
94,128,123,151
93,128,122,151
91,128,120,151
90,128,119,151
89,128,118,151
87,128,116,151
87,128,116,151
85,128,114,151
85,128,114,151
83,128,112,151
81,128,110,151
81,129,110,152
79,128,108,151
77,130,106,153
76,129,105,152
75,129,104,152
