x1,y1,x2,y2
74,125,103,148
74,127,103,150
74,127,103,150
75,127,104,150
76,127,105,150
76,126,105,149
77,126,106,149
78,126,107,149
79,126,108,149
80,126,109,149
80,126,109,149
80,125,109,148
81,125,110,148
82,125,111,148
83,124,112,147
83,124,112,147
84,124,113,147
84,124,113,147
84,124,113,147
85,124,114,147
85,124,114,147
87,123,116,146
87,124,116,147
87,124,116,147
88,124,117,147
88,124,117,147
88,124,117,147
88,124,117,147
89,123,118,146
90,123,119,146
90,124,119,147
90,124,119,147
90,125,119,148
91,124,120,147
91,124,120,147
92,124,121,147
92,124,121,147
92,125,121,148
93,124,122,147
93,125,122,148
93,126,122,149
93,125,122,148
94,127,123,150
94,127,123,150
95,128,124,151
94,128,123,151
95,129,124,152
95,129,124,152
95,129,124,152
95,129,124,152
96,129,125,152
96,129,125,152
96,129,125,152
96,128,125,151
97,128,126,151
97,128,126,151
98,128,127,151
98,127,127,150
98,128,127,151
99,127,128,150
99,127,128,150
99,127,128,150
99,127,128,150
99,126,128,149
100,126,129,149
100,126,129,149
99,130,128,153
101,127,130,150
100,130,129,153
101,127,130,150
100,126,129,149
100,126,129,149
100,126,129,149
101,127,130,150
101,126,130,149
101,126,130,149
100,126,129,149
101,126,130,149
101,126,130,149
101,124,130,147
101,125,130,148
101,125,130,148
102,126,131,149
101,126,130,149
102,125,131,148
101,125,130,148
101,126,130,149
102,126,131,149
102,126,131,149
102,126,131,149
103,126,132,149
101,126,130,149
102,126,131,149
102,126,131,149
102,126,131,149
102,125,131,148
102,126,131,149
102,126,131,149
102,126,131,149
102,125,131,148
102,126,131,149
102,126,131,149
102,125,131,148
102,126,131,149
102,126,131,149
102,125,131,148
102,126,131,149
102,127,131,150
102,126,131,149
103,126,132,149
102,126,131,149
103,125,132,148
102,125,131,148
104,127,133,150
103,126,132,149
102,126,131,149
102,126,131,149
103,127,132,150
103,124,132,147
102,125,131,148
104,126,133,149
104,123,133,146
104,128,133,151
103,123,132,146
104,124,133,147
103,124,132,147
103,124,132,147
103,124,132,147
104,125,133,148
103,124,132,147
103,123,132,146
104,126,133,149
104,124,133,147
104,123,133,146
104,127,133,150
104,128,133,151
103,126,132,149
104,125,133,148
104,126,133,149
105,128,134,151
104,127,133,150
103,125,132,148
104,127,133,150
104,124,133,147
104,123,133,146
104,127,133,150
104,127,133,150
104,127,133,150
104,127,133,150
104,127,133,150
103,125,132,148
103,128,132,151
104,127,133,150
104,126,133,149
103,126,132,149
103,126,132,149
104,126,133,149
104,125,133,148
104,126,133,149
104,127,133,150
105,128,134,151
105,128,134,151
104,127,133,150
104,127,133,150
105,128,134,151
106,129,135,152
105,129,134,152
105,127,134,150
106,129,135,152
105,128,134,151
105,128,134,151
104,127,133,150
105,128,134,151
105,128,134,151
106,128,135,151
105,128,134,151
106,128,135,151
105,128,134,151
106,128,135,151
106,128,135,151
107,128,136,151
106,128,135,151
106,128,135,151
107,128,136,151
108,128,137,151
107,129,136,152
107,129,136,152
108,129,137,152
108,129,137,152
108,129,137,152
109,130,138,153
109,130,138,153
109,130,138,153
109,129,138,152
110,129,139,152
109,129,138,152
110,129,139,152
109,129,138,152
110,128,139,151
110,128,139,151
110,128,139,151
110,127,139,150
110,128,139,151
109,128,138,151
111,128,140,151
110,128,139,151
110,128,139,151
111,128,140,151
111,127,140,150
111,128,140,151
111,128,140,151
111,128,140,151
112,128,141,151
111,129,140,152
112,129,141,152
112,129,141,152
112,130,141,153
113,130,142,153
113,130,142,153
113,130,142,153
113,130,142,153
114,130,143,153
114,130,143,153
114,130,143,153
114,129,143,152
114,129,143,152
114,128,143,151
115,128,144,151
115,128,144,151
115,128,144,151
115,128,144,151
116,128,145,151
117,127,146,150
117,128,146,151
117,128,146,151
116,126,145,149
118,128,147,151
118,128,147,151
118,128,147,151
119,128,148,151
119,128,148,151
119,128,148,151
120,128,149,151
120,129,149,152
121,129,150,152
122,129,151,152
122,128,151,151
123,128,152,151
123,128,152,151
123,128,152,151
123,128,152,151
124,127,153,150
125,127,154,150
126,127,155,150
126,127,155,150
126,126,155,149
126,126,155,149
127,127,156,150
128,127,157,150
129,127,158,150
130,127,159,150
130,127,159,150
130,127,159,150
131,127,160,150
132,127,161,150
132,127,161,150
133,127,162,150
134,127,163,150
135,127,164,150
135,127,164,150
135,127,164,150
136,127,165,150
138,127,167,150
136,126,165,149
137,125,166,148
138,126,167,149
138,124,167,147
139,124,168,147
139,124,168,147
139,123,168,146
140,121,169,144
140,122,169,145
141,123,170,146
141,122,170,145
142,124,171,147
143,124,172,147
142,123,171,146
143,123,172,146
145,124,174,147
144,123,173,146
144,122,173,145
146,124,175,147
146,124,175,147
146,124,175,147
146,122,175,145
147,124,176,147
147,122,176,145
147,123,176,146
149,123,178,146
149,124,178,147
148,123,177,146
149,124,178,147
149,124,178,147
149,123,178,146
150,124,179,147
150,123,179,146
150,124,179,147
150,123,179,146
150,125,179,148
150,125,179,148
150,127,179,150
150,128,179,151
150,128,179,151
150,129,179,152
151,130,180,153
151,129,180,152
149,131,178,154
149,130,178,153
150,129,179,152
151,129,180,152
149,129,178,152
149,128,178,151
149,128,178,151
148,127,177,150
148,126,177,149
147,126,176,149
146,125,175,148
147,125,176,148
146,125,175,148
145,124,174,147
145,124,174,147
144,125,173,148
144,124,173,147
143,126,172,149
143,125,172,148
142,126,171,149
141,127,170,150
140,128,169,151
139,129,168,152
138,129,167,152
138,130,167,153
137,130,166,153
136,131,165,154
134,130,163,153
134,131,163,154
132,131,161,154
132,132,161,155
130,132,159,155
130,132,159,155
128,133,157,156
126,132,155,155
126,133,155,156
124,133,153,156
124,134,153,157
122,134,151,157
122,134,151,157
120,134,149,157
119,134,148,157
120,134,149,157
118,134,147,157
114,133,143,156
114,133,143,156
113,133,142,156
112,133,141,156
112,132,141,155
109,132,138,155
110,131,139,154
107,132,136,155
106,132,135,155
104,132,133,155
104,132,133,155
102,133,131,156
100,132,129,155
99,133,128,156
99,133,128,156
98,133,127,156
96,133,125,156
95,134,124,157
94,134,123,157
92,134,121,157
92,134,121,157
89,134,118,157
88,134,117,157
86,134,115,157
85,133,114,156
84,134,113,157
83,134,112,157
82,134,111,157
81,135,110,158
78,135,107,158
78,136,107,159
77,136,106,159
76,136,105,159
